,Sex,Age,Height,Weight,Year,Season,Medal,Team,City,Sport,BMI,Lag
154408,M,32.0,183.0,75.0,2004,Summer,Silver,Jamaica,Athina,Athletics,22.4,
154420,M,28.0,178.0,74.0,1988,Summer,Silver,Great Britain,Seoul,Athletics,23.36,
154423,F,22.0,172.0,59.0,1988,Summer,Silver,United States,Seoul,Swimming,19.94,
154440,M,20.0,191.0,84.0,1964,Summer,Gold,United States,Tokyo,Swimming,23.03,
154450,F,21.0,190.0,77.0,1984,Summer,Gold,United States,Los Angeles,Basketball,21.33,
154456,F,28.0,188.0,75.0,1996,Summer,Gold,United States,Atlanta,Basketball,21.22,
154465,M,24.0,180.0,78.0,2012,Summer,Gold,United States,London,Swimming,24.07,
154474,M,21.0,180.0,68.0,1928,Summer,Bronze,United States,Amsterdam,Athletics,20.99,
154519,M,32.0,182.0,115.0,1908,Summer,Silver,United States,London,Athletics,34.72,
154520,M,36.0,182.0,115.0,1912,Summer,Gold,United States,Stockholm,Athletics,34.72,
154522,M,48.0,182.0,115.0,1924,Summer,Silver,United States,Paris,Athletics,34.72,
154530,M,20.0,185.0,80.0,1964,Summer,Silver,Great Britain,Tokyo,Swimming,23.37,
154571,F,20.0,173.0,59.0,1964,Summer,Silver,United States,Tokyo,Athletics,19.71,
154572,F,20.0,173.0,59.0,1964,Summer,Gold,United States,Tokyo,Athletics,19.71,
154573,F,20.0,173.0,59.0,1964,Summer,Silver,United States,Tokyo,Athletics,19.71,
154645,M,27.0,178.0,73.0,2000,Summer,Bronze,Bahamas,Sydney,Athletics,23.04,
154680,M,20.0,183.0,77.0,1984,Summer,Bronze,United States,Los Angeles,Athletics,22.99,
154681,M,20.0,183.0,77.0,1984,Summer,Gold,United States,Los Angeles,Athletics,22.99,
154682,M,24.0,183.0,77.0,1988,Summer,Gold,United States,Seoul,Athletics,22.99,
154716,M,19.0,173.0,70.0,1972,Summer,Silver,United States,Munich,Swimming,23.39,
154717,M,19.0,173.0,70.0,1972,Summer,Silver,United States,Munich,Swimming,23.39,
154718,M,23.0,173.0,70.0,1976,Summer,Silver,United States,Montreal,Swimming,23.39,
154737,M,26.0,185.0,72.0,1948,Summer,Silver,Jamaica,London,Athletics,21.04,
154739,M,30.0,185.0,72.0,1952,Summer,Silver,Jamaica,Helsinki,Athletics,21.04,
154740,M,30.0,185.0,72.0,1952,Summer,Silver,Jamaica,Helsinki,Athletics,21.04,
154741,M,30.0,185.0,72.0,1952,Summer,Gold,Jamaica,Helsinki,Athletics,21.04,
154760,M,21.0,186.0,80.0,1968,Summer,Gold,United States,Mexico City,Swimming,23.12,
154761,M,21.0,186.0,80.0,1968,Summer,Gold,United States,Mexico City,Swimming,23.12,
154867,F,22.0,180.0,60.0,2016,Summer,Bronze,Australia,Rio de Janeiro,Swimming,18.52,
154868,F,22.0,180.0,60.0,2016,Summer,Gold,Australia,Rio de Janeiro,Swimming,18.52,
154869,F,22.0,180.0,60.0,2016,Summer,Silver,Australia,Rio de Janeiro,Swimming,18.52,
154871,F,22.0,180.0,60.0,2016,Summer,Silver,Australia,Rio de Janeiro,Swimming,18.52,
154882,F,21.0,178.0,65.0,2016,Summer,Silver,Australia,Rio de Janeiro,Swimming,20.52,
154914,M,18.0,184.0,74.0,1956,Summer,Bronze,United States,Melbourne,Swimming,21.86,
154915,M,21.0,184.0,74.0,1960,Summer,Silver,United States,Roma,Swimming,21.86,
154916,M,21.0,184.0,74.0,1960,Summer,Gold,United States,Roma,Swimming,21.86,
154951,M,30.0,181.0,70.0,1992,Summer,Gold,Canada,Barcelona,Athletics,21.37,
154989,F,30.0,170.0,65.0,2016,Summer,Silver,Jamaica,Rio de Janeiro,Athletics,22.49,
155009,M,24.0,198.0,100.0,2012,Summer,Gold,United States,London,Swimming,25.51,
155025,F,21.0,167.0,60.0,2008,Summer,Silver,Australia,Beijing,Athletics,21.51,
155026,F,25.0,167.0,60.0,2012,Summer,Gold,Australia,London,Athletics,21.51,
155034,F,29.0,174.0,73.0,2012,Summer,Bronze,Canada,London,Football,24.11,
155040,M,32.0,180.0,63.0,1984,Summer,Silver,Great Britain,Los Angeles,Athletics,19.44,
155127,F,18.0,170.0,57.0,1976,Summer,Silver,United States,Montreal,Athletics,19.72,
155132,M,24.0,180.0,68.0,1952,Summer,Silver,United States,Helsinki,Athletics,20.99,
155138,M,20.0,212.0,95.0,1972,Summer,Silver,United States,Munich,Basketball,21.14,
155169,F,18.0,148.0,40.0,1984,Summer,Silver,United States,Los Angeles,Gymnastics,18.26,
155170,F,18.0,148.0,40.0,1984,Summer,Silver,United States,Los Angeles,Gymnastics,18.26,
155172,F,18.0,148.0,40.0,1984,Summer,Gold,United States,Los Angeles,Gymnastics,18.26,
155193,M,21.0,193.0,80.0,1932,Summer,Gold,Canada,Los Angeles,Athletics,21.48,
155236,F,27.0,175.0,68.0,1996,Summer,Silver,Australia,Atlanta,Athletics,22.2,
155260,F,27.0,173.0,57.0,2016,Summer,Silver,Jamaica,Rio de Janeiro,Athletics,19.05,
155273,M,22.0,181.0,72.0,2012,Summer,Silver,United States,London,Athletics,21.98,
155274,M,26.0,181.0,72.0,2016,Summer,Gold,United States,Rio de Janeiro,Athletics,21.98,
155350,M,23.0,185.0,72.0,1936,Summer,Gold,United States,Berlin,Athletics,21.04,
155357,F,25.0,168.0,55.0,1936,Summer,Bronze,Canada,Berlin,Athletics,19.49,
155359,F,19.0,172.0,64.0,1984,Summer,Gold,United States,Los Angeles,Swimming,21.63,
155360,F,19.0,172.0,64.0,1984,Summer,Gold,United States,Los Angeles,Swimming,21.63,
155361,F,19.0,172.0,64.0,1984,Summer,Gold,United States,Los Angeles,Swimming,21.63,
155363,F,23.0,172.0,64.0,1988,Summer,Bronze,United States,Seoul,Swimming,21.63,
155364,F,23.0,172.0,64.0,1988,Summer,Silver,United States,Seoul,Swimming,21.63,
155424,F,31.0,167.0,62.0,1996,Summer,Bronze,Norway,Atlanta,Football,22.23,
155526,M,22.0,176.0,75.0,2004,Summer,Gold,Argentina,Athina,Football,24.21,
155559,F,14.0,160.0,49.0,1972,Summer,Bronze,Hungary,Munich,Gymnastics,19.14,
155649,M,25.0,179.0,75.0,1972,Summer,Silver,West Germany,Munich,Swimming,23.41,
155653,M,19.0,178.0,76.0,2004,Summer,Silver,Germany,Athina,Swimming,23.99,
155673,M,22.0,192.0,101.0,1976,Summer,Bronze,Romania,Montreal,Athletics,27.4,
155682,M,18.0,180.0,74.0,1984,Summer,Silver,Jamaica,Los Angeles,Athletics,22.84,
155840,F,29.0,172.0,64.0,1988,Summer,Gold,East Germany,Seoul,Athletics,21.63,
155879,F,25.0,170.0,61.0,2016,Summer,Bronze,United States,Rio de Janeiro,Swimming,21.11,
155880,F,25.0,170.0,61.0,2016,Summer,Gold,United States,Rio de Janeiro,Swimming,21.11,
155890,F,15.0,176.0,75.0,2012,Summer,Gold,Lithuania,London,Swimming,24.21,
155900,F,27.0,173.0,69.0,2000,Summer,Bronze,Germany,Sydney,Football,23.05,
155936,F,15.0,187.0,80.0,1988,Summer,Bronze,East Germany,Seoul,Swimming,22.88,
155937,F,15.0,187.0,80.0,1988,Summer,Gold,East Germany,Seoul,Swimming,22.88,
155938,F,15.0,187.0,80.0,1988,Summer,Gold,East Germany,Seoul,Swimming,22.88,
156033,M,23.0,190.0,75.0,2008,Summer,Silver,France,Beijing,Athletics,20.78,
156034,M,27.0,190.0,75.0,2012,Summer,Silver,France,London,Athletics,20.78,
156035,M,31.0,190.0,75.0,2016,Summer,Bronze,France,Rio de Janeiro,Athletics,20.78,
156184,F,18.0,168.0,57.0,1972,Summer,Gold,United States,Munich,Swimming,20.2,
156188,F,16.0,168.0,57.0,1988,Summer,Bronze,Canada,Seoul,Swimming,20.2,
156217,M,19.0,172.0,59.0,1996,Summer,Gold,Greece,Atlanta,Gymnastics,19.94,
156245,M,25.0,183.0,80.0,1906,Summer,Gold,Sweden,Athina,Athletics,23.89,
156250,F,22.0,165.0,67.0,2000,Summer,Gold,Norway,Sydney,Football,24.61,
156288,M,24.0,192.0,84.0,2008,Summer,Gold,Tunisia,Beijing,Swimming,22.79,
156289,M,28.0,192.0,84.0,2012,Summer,Bronze,Tunisia,London,Swimming,22.79,
156290,M,28.0,192.0,84.0,2012,Summer,Gold,Tunisia,London,Swimming,22.79,
156298,F,27.0,174.0,88.0,1972,Summer,Gold,Soviet Union,Munich,Athletics,29.07,
156326,F,16.0,151.0,44.0,2016,Summer,Silver,Russia,Rio de Janeiro,Gymnastics,19.3,
156401,F,20.0,160.0,54.0,2008,Summer,Silver,United States,Beijing,Gymnastics,21.09,
156428,M,21.0,180.0,59.0,1928,Summer,Bronze,France,Amsterdam,Athletics,18.21,
156449,M,26.0,178.0,72.0,1968,Summer,Gold,Hungary,Mexico City,Football,22.72,
156626,M,30.0,204.0,110.0,1980,Summer,Silver,Italy,Moskva,Basketball,26.43,
156648,F,20.0,175.0,80.0,2000,Summer,Bronze,Cuba,Sydney,Athletics,26.12,
156649,F,24.0,175.0,80.0,2004,Summer,Gold,Cuba,Athina,Athletics,26.12,
156725,M,19.0,163.0,60.0,1960,Summer,Bronze,Italy,Roma,Gymnastics,22.58,
156726,M,19.0,163.0,60.0,1960,Summer,Bronze,Italy,Roma,Gymnastics,22.58,
156734,M,23.0,163.0,60.0,1964,Summer,Gold,Italy,Tokyo,Gymnastics,22.58,
156736,M,23.0,163.0,60.0,1964,Summer,Bronze,Italy,Tokyo,Gymnastics,22.58,
156738,M,23.0,163.0,60.0,1964,Summer,Silver,Italy,Tokyo,Gymnastics,22.58,
156752,F,24.0,171.0,85.0,1972,Summer,Silver,Romania,Munich,Athletics,29.07,
156759,F,26.0,195.0,77.0,1984,Summer,Gold,United States,Los Angeles,Basketball,20.25,
156767,F,26.0,186.0,85.0,2008,Summer,Gold,Belarus,Beijing,Athletics,24.57,
156770,M,20.0,180.0,73.0,1972,Summer,Bronze,Italy,Munich,Athletics,22.53,
156775,M,28.0,180.0,73.0,1980,Summer,Gold,Italy,Moskva,Athletics,22.53,
156776,M,28.0,180.0,73.0,1980,Summer,Bronze,Italy,Moskva,Athletics,22.53,
156836,M,22.0,178.0,81.0,1960,Summer,Bronze,Netherlands,Roma,Swimming,25.56,
156889,M,20.0,181.0,84.0,1956,Summer,Bronze,Uruguay,Melbourne,Basketball,25.64,
156892,F,29.0,162.0,54.0,2000,Summer,Gold,Algeria,Sydney,Athletics,20.58,
156942,M,25.0,175.0,63.0,1992,Summer,Silver,Mexico,Barcelona,Athletics,20.57,
157022,M,20.0,175.0,71.0,1912,Summer,Gold,United States,Stockholm,Athletics,23.18,
157023,M,20.0,175.0,71.0,1912,Summer,Gold,United States,Stockholm,Athletics,23.18,
157084,M,23.0,186.0,78.0,1996,Summer,Bronze,Italy,Atlanta,Swimming,22.55,
157257,M,27.0,188.0,72.0,2012,Summer,Gold,United States,London,Athletics,20.37,
157262,M,22.0,191.0,86.0,2008,Summer,Gold,United States,Beijing,Athletics,23.57,
157263,M,22.0,191.0,86.0,2008,Summer,Gold,United States,Beijing,Athletics,23.57,
157266,M,30.0,191.0,86.0,2016,Summer,Bronze,United States,Rio de Janeiro,Athletics,23.57,
157267,M,30.0,191.0,86.0,2016,Summer,Gold,United States,Rio de Janeiro,Athletics,23.57,
157271,F,25.0,173.0,62.0,2000,Summer,Bronze,Great Britain,Sydney,Athletics,20.72,
157371,F,20.0,186.0,68.0,1992,Summer,Bronze,Unified Team,Barcelona,Swimming,19.66,
157451,M,21.0,169.0,67.0,2008,Summer,Gold,Argentina,Beijing,Football,23.46,
157488,M,22.0,180.0,78.0,2004,Summer,Bronze,Italy,Athina,Football,24.07,
157567,M,22.0,188.0,87.0,1964,Summer,Silver,Great Britain,Tokyo,Athletics,24.62,
157569,M,24.0,183.0,80.0,1936,Summer,Bronze,Australia,Berlin,Athletics,23.89,
157571,M,22.0,180.0,82.0,1932,Summer,Silver,United States,Los Angeles,Athletics,25.31,
157572,M,22.0,180.0,82.0,1932,Summer,Bronze,United States,Los Angeles,Athletics,25.31,
157573,M,26.0,180.0,82.0,1936,Summer,Silver,United States,Berlin,Athletics,25.31,
157574,M,26.0,180.0,82.0,1936,Summer,Gold,United States,Berlin,Athletics,25.31,
157576,F,22.0,175.0,67.0,2004,Summer,Silver,France,Athina,Swimming,21.88,
157584,M,24.0,190.0,90.0,2016,Summer,Silver,France,Rio de Janeiro,Swimming,24.93,
157610,F,25.0,166.0,62.0,1976,Summer,Bronze,Bulgaria,Montreal,Basketball,22.5,
157611,F,29.0,166.0,62.0,1980,Summer,Silver,Bulgaria,Moskva,Basketball,22.5,
157614,F,16.0,184.0,76.0,1980,Summer,Silver,East Germany,Moskva,Swimming,22.45,
157615,F,16.0,184.0,76.0,1980,Summer,Gold,East Germany,Moskva,Swimming,22.45,
157616,F,16.0,184.0,76.0,1980,Summer,Gold,East Germany,Moskva,Swimming,22.45,
157617,F,16.0,184.0,76.0,1980,Summer,Gold,East Germany,Moskva,Swimming,22.45,
157628,M,17.0,180.0,77.0,1964,Summer,Gold,United States,Tokyo,Swimming,23.77,
157661,M,20.0,179.0,70.0,1980,Summer,Bronze,Australia,Moskva,Swimming,21.85,
157742,M,23.0,173.0,65.0,1912,Summer,Silver,United States,Stockholm,Athletics,21.72,
157765,F,16.0,170.0,52.0,1968,Summer,Gold,United States,Mexico City,Swimming,17.99,
157766,F,16.0,170.0,52.0,1968,Summer,Gold,United States,Mexico City,Swimming,17.99,
157767,F,16.0,170.0,52.0,1968,Summer,Gold,United States,Mexico City,Swimming,17.99,
157770,F,25.0,158.0,55.0,1992,Summer,Silver,South Africa,Barcelona,Athletics,22.03,
157823,M,20.0,173.0,60.0,2016,Summer,Silver,Germany,Rio de Janeiro,Football,20.05,
157859,F,21.0,175.0,61.0,1976,Summer,Silver,United States,Montreal,Basketball,19.92,
157873,F,16.0,188.0,70.0,1972,Summer,Gold,West Germany,Munich,Athletics,19.81,
157875,F,28.0,188.0,70.0,1984,Summer,Gold,West Germany,Los Angeles,Athletics,19.81,
157888,M,29.0,190.0,85.0,2016,Summer,Silver,France,Rio de Janeiro,Swimming,23.55,
157909,M,19.0,168.0,60.0,2000,Summer,Silver,Ukraine,Sydney,Gymnastics,21.26,
157923,M,22.0,175.0,55.0,2000,Summer,Bronze,Ethiopia,Sydney,Athletics,17.96,
157976,M,31.0,193.0,95.0,2004,Summer,Silver,Italy,Athina,Basketball,25.5,
158270,F,26.0,177.0,66.0,1968,Summer,Gold,West Germany,Mexico City,Athletics,21.07,
158272,F,29.0,177.0,66.0,1972,Summer,Gold,West Germany,Munich,Athletics,21.07,
158335,M,21.0,188.0,83.0,1992,Summer,Silver,Poland,Barcelona,Football,23.48,
158358,M,22.0,179.0,70.0,2012,Summer,Gold,Mexico,London,Football,21.85,
158386,M,26.0,165.0,53.0,1920,Summer,Gold,Finland,Antwerpen,Athletics,19.47,
158450,M,24.0,194.0,96.0,1988,Summer,Gold,Soviet Union,Seoul,Basketball,25.51,
158459,M,23.0,187.0,75.0,2016,Summer,Silver,France,Rio de Janeiro,Swimming,21.45,
158479,F,24.0,168.0,58.0,2008,Summer,Silver,Russia,Beijing,Athletics,20.55,
158513,M,36.0,175.0,58.0,1956,Summer,Silver,Yugoslavia,Melbourne,Athletics,18.94,
158560,M,34.0,183.0,73.0,1948,Summer,Gold,Sweden,London,Athletics,21.8,
158561,M,38.0,183.0,73.0,1952,Summer,Gold,Sweden,Helsinki,Athletics,21.8,
158572,M,22.0,165.0,59.0,1972,Summer,Silver,Soviet Union,Munich,Gymnastics,21.67,
158591,M,29.0,179.0,86.0,2016,Summer,Bronze,Nigeria,Rio de Janeiro,Football,26.84,
158592,M,32.0,178.0,69.0,1956,Summer,Silver,Soviet Union,Melbourne,Athletics,21.78,
158634,M,27.0,183.0,81.0,1964,Summer,Bronze,Soviet Union,Tokyo,Athletics,24.19,
158635,M,19.0,185.0,81.0,1968,Summer,Silver,Bulgaria,Mexico City,Football,23.67,
158652,F,20.0,176.0,64.0,1980,Summer,Silver,Bulgaria,Moskva,Basketball,20.66,
158659,F,22.0,176.0,69.0,1976,Summer,Bronze,Bulgaria,Montreal,Basketball,22.28,
158660,F,26.0,176.0,69.0,1980,Summer,Silver,Bulgaria,Moskva,Basketball,22.28,
158669,M,19.0,179.0,64.0,1976,Summer,Silver,Soviet Union,Montreal,Swimming,19.97,
158888,F,23.0,155.0,56.0,1996,Summer,Gold,United States,Atlanta,Football,23.31,
158889,F,27.0,155.0,56.0,2000,Summer,Silver,United States,Sydney,Football,23.31,
158894,M,22.0,183.0,79.0,1972,Summer,Gold,United States,Munich,Athletics,23.59,
158907,M,33.0,195.0,105.0,1968,Summer,Silver,East Germany,Mexico City,Athletics,27.61,
158953,F,25.0,170.0,60.0,1992,Summer,Silver,United States,Barcelona,Athletics,20.76,
158955,F,29.0,170.0,60.0,1996,Summer,Gold,United States,Atlanta,Athletics,20.76,
158957,F,34.0,170.0,60.0,2000,Summer,Gold,United States,Sydney,Athletics,20.76,
159023,M,23.0,176.0,75.0,1960,Summer,Silver,Soviet Union,Roma,Gymnastics,24.21,
159060,M,23.0,172.0,70.0,1984,Summer,Bronze,Yugoslavia,Los Angeles,Football,23.66,
159069,M,30.0,176.0,71.0,1988,Summer,Bronze,West Germany,Seoul,Football,22.92,
159124,M,19.0,172.0,70.0,1932,Summer,Gold,United States,Los Angeles,Athletics,23.66,
159127,M,22.0,179.0,77.0,1952,Summer,Silver,United States,Helsinki,Athletics,24.03,
159152,F,20.0,190.0,68.0,1984,Summer,Gold,United States,Los Angeles,Basketball,18.84,
159155,M,27.0,168.0,68.0,2004,Summer,Silver,United States,Athina,Athletics,24.09,
159156,M,24.0,180.0,80.0,2016,Summer,Bronze,United States,Rio de Janeiro,Swimming,24.69,
159157,M,24.0,180.0,80.0,2016,Summer,Gold,United States,Rio de Janeiro,Swimming,24.69,
159188,F,24.0,163.0,55.0,1996,Summer,Gold,United States,Atlanta,Athletics,20.7,
159218,M,22.0,183.0,79.0,1968,Summer,Silver,Jamaica,Mexico City,Athletics,23.59,
159220,M,25.0,183.0,79.0,1972,Summer,Bronze,Jamaica,Munich,Athletics,23.59,
159240,M,21.0,180.0,67.0,2008,Summer,Silver,Bahamas,Beijing,Athletics,20.68,
159242,M,25.0,180.0,67.0,2012,Summer,Gold,Bahamas,London,Athletics,20.68,
159244,M,31.0,200.0,86.0,1996,Summer,Gold,United States,Atlanta,Basketball,21.5,
159252,M,21.0,193.0,93.0,1996,Summer,Silver,Australia,Atlanta,Swimming,24.97,
159254,M,21.0,193.0,93.0,1996,Summer,Bronze,Australia,Atlanta,Swimming,24.97,
159255,F,15.0,147.0,39.0,1992,Summer,Silver,United States,Barcelona,Gymnastics,18.05,
159256,F,15.0,147.0,39.0,1992,Summer,Bronze,United States,Barcelona,Gymnastics,18.05,
159257,F,15.0,147.0,39.0,1992,Summer,Bronze,United States,Barcelona,Gymnastics,18.05,
159259,F,15.0,147.0,39.0,1992,Summer,Bronze,United States,Barcelona,Gymnastics,18.05,
159260,F,15.0,147.0,39.0,1992,Summer,Silver,United States,Barcelona,Gymnastics,18.05,
159262,F,19.0,147.0,39.0,1996,Summer,Gold,United States,Atlanta,Gymnastics,18.05,
159266,F,19.0,147.0,39.0,1996,Summer,Gold,United States,Atlanta,Gymnastics,18.05,
159268,F,22.0,185.0,69.0,2016,Summer,Gold,Bahamas,Rio de Janeiro,Athletics,20.16,
159321,F,18.0,175.0,63.0,2004,Summer,Gold,Australia,Athina,Swimming,20.57,
159324,F,18.0,175.0,63.0,2004,Summer,Gold,Australia,Athina,Swimming,20.57,
159325,F,22.0,175.0,63.0,2008,Summer,Bronze,Australia,Beijing,Swimming,20.57,
159326,M,26.0,180.0,68.0,1964,Summer,Gold,United States,Tokyo,Athletics,20.99,
159331,M,24.0,175.0,68.0,1996,Summer,Gold,United States,Atlanta,Athletics,22.2,
159372,F,15.0,152.0,41.0,1988,Summer,Bronze,United States,Seoul,Gymnastics,17.75,
159376,M,17.0,193.0,89.0,1968,Summer,Bronze,United States,Mexico City,Swimming,23.89,
159377,M,17.0,193.0,89.0,1968,Summer,Gold,United States,Mexico City,Swimming,23.89,
159400,M,22.0,185.0,76.0,2016,Summer,Silver,Great Britain,Rio de Janeiro,Swimming,22.21,
159438,M,24.0,186.0,85.0,1976,Summer,Bronze,Soviet Union,Montreal,Basketball,24.57,
159439,M,28.0,186.0,85.0,1980,Summer,Bronze,Soviet Union,Moskva,Basketball,24.57,
159442,F,22.0,188.0,77.0,1988,Summer,Silver,Yugoslavia,Seoul,Basketball,21.79,
159475,F,27.0,190.0,84.0,2016,Summer,Bronze,Serbia,Rio de Janeiro,Basketball,23.27,
159501,M,26.0,178.0,73.0,1988,Summer,Silver,Brazil,Seoul,Football,23.04,
159506,M,19.0,185.0,78.0,1984,Summer,Bronze,Sweden,Los Angeles,Swimming,22.79,
159509,F,26.0,185.0,84.0,2000,Summer,Gold,United States,Sydney,Basketball,24.54,
159510,F,33.0,185.0,84.0,2008,Summer,Gold,United States,Beijing,Basketball,24.54,
159536,M,27.0,170.0,56.0,1948,Summer,Silver,France,London,Athletics,19.38,
159537,M,31.0,170.0,56.0,1952,Summer,Silver,France,Helsinki,Athletics,19.38,
159538,M,31.0,170.0,56.0,1952,Summer,Silver,France,Helsinki,Athletics,19.38,
159540,M,35.0,170.0,56.0,1956,Summer,Gold,France,Melbourne,Athletics,19.38,
159605,F,21.0,168.0,64.0,2000,Summer,Bronze,Japan,Sydney,Swimming,22.68,
159615,M,23.0,186.0,84.0,1960,Summer,Silver,Soviet Union,Roma,Basketball,24.28,
159625,M,21.0,174.0,72.0,1976,Summer,Bronze,Soviet Union,Montreal,Football,23.78,
159783,F,24.0,175.0,64.0,1988,Summer,Bronze,Soviet Union,Seoul,Basketball,20.9,
159784,F,28.0,175.0,64.0,1992,Summer,Gold,Unified Team,Barcelona,Basketball,20.9,
159797,F,27.0,173.0,68.0,2000,Summer,Bronze,Germany,Sydney,Football,22.72,
159798,F,31.0,173.0,68.0,2004,Summer,Bronze,Germany,Athina,Football,22.72,
159852,M,21.0,178.0,85.0,2016,Summer,Gold,Jamaica,Rio de Janeiro,Athletics,26.83,
159995,M,26.0,193.0,130.0,1976,Summer,Silver,Soviet Union,Montreal,Athletics,34.9,
160013,M,25.0,208.0,100.0,2016,Summer,Bronze,Spain,Rio de Janeiro,Basketball,23.11,
160014,M,23.0,189.0,83.0,1964,Summer,Bronze,Brazil,Tokyo,Basketball,23.24,
160110,M,21.0,166.0,62.0,1992,Summer,Silver,Unified Team,Barcelona,Gymnastics,22.5,
160111,M,21.0,166.0,62.0,1992,Summer,Gold,Unified Team,Barcelona,Gymnastics,22.5,
160112,M,21.0,166.0,62.0,1992,Summer,Silver,Unified Team,Barcelona,Gymnastics,22.5,
160113,M,21.0,166.0,62.0,1992,Summer,Silver,Unified Team,Barcelona,Gymnastics,22.5,
160115,M,21.0,166.0,62.0,1992,Summer,Silver,Unified Team,Barcelona,Gymnastics,22.5,
160119,M,25.0,166.0,62.0,1996,Summer,Bronze,Ukraine,Atlanta,Gymnastics,22.5,
160124,M,19.0,183.0,75.0,1980,Summer,Silver,Soviet Union,Moskva,Swimming,22.4,
160125,M,19.0,183.0,75.0,1980,Summer,Bronze,Soviet Union,Moskva,Swimming,22.4,
160126,M,19.0,183.0,75.0,1980,Summer,Silver,Soviet Union,Moskva,Swimming,22.4,
160209,M,40.0,187.0,100.0,1904,Summer,Bronze,United States,St. Louis,Athletics,28.6,
160216,F,18.0,175.0,68.0,1984,Summer,Silver,United States,Los Angeles,Swimming,22.2,
160217,F,18.0,175.0,68.0,1984,Summer,Gold,United States,Los Angeles,Swimming,22.2,
160219,F,22.0,175.0,68.0,1988,Summer,Silver,United States,Seoul,Swimming,22.2,
160229,M,26.0,175.0,70.0,1992,Summer,Bronze,United States,Barcelona,Athletics,22.86,
160230,M,26.0,175.0,70.0,1992,Summer,Gold,United States,Barcelona,Athletics,22.86,
160232,M,30.0,175.0,70.0,1996,Summer,Silver,United States,Atlanta,Athletics,22.86,
160267,M,25.0,185.0,79.0,2012,Summer,Silver,United States,London,Athletics,23.08,
160280,F,22.0,168.0,60.0,1996,Summer,Bronze,Jamaica,Atlanta,Athletics,21.26,
160287,M,25.0,183.0,71.0,1980,Summer,Silver,Australia,Moskva,Athletics,21.2,
160304,M,23.0,185.0,77.0,2000,Summer,Silver,Australia,Sydney,Swimming,22.5,
160331,F,26.0,170.0,56.0,1980,Summer,Bronze,Yugoslavia,Moskva,Basketball,19.38,
160428,M,21.0,161.0,62.0,1960,Summer,Gold,Japan,Roma,Gymnastics,23.92,
160436,M,25.0,161.0,62.0,1964,Summer,Gold,Japan,Tokyo,Gymnastics,23.92,
160453,F,23.0,168.0,58.0,2008,Summer,Bronze,Germany,Beijing,Football,20.55,
160454,F,31.0,168.0,58.0,2016,Summer,Gold,Germany,Rio de Janeiro,Football,20.55,
160488,F,26.0,165.0,55.0,2004,Summer,Gold,United States,Athina,Football,20.2,
160489,F,30.0,165.0,55.0,2008,Summer,Gold,United States,Beijing,Football,20.2,
160490,F,34.0,165.0,55.0,2012,Summer,Gold,United States,London,Football,20.2,
160603,F,27.0,157.0,51.0,2012,Summer,Silver,Japan,London,Football,20.69,
160608,M,30.0,170.0,68.0,1968,Summer,Bronze,Japan,Mexico City,Football,23.53,
160614,M,27.0,172.0,67.0,1968,Summer,Bronze,Japan,Mexico City,Football,22.65,
160636,M,24.0,182.0,72.0,2008,Summer,Bronze,Japan,Beijing,Swimming,21.74,
160655,M,15.0,179.0,66.0,1932,Summer,Gold,Japan,Los Angeles,Swimming,20.6,
160656,M,15.0,179.0,66.0,1932,Summer,Gold,Japan,Los Angeles,Swimming,20.6,
160666,F,24.0,188.0,87.0,2012,Summer,Silver,France,London,Basketball,24.62,
160727,M,23.0,162.0,58.0,1988,Summer,Bronze,Japan,Seoul,Gymnastics,22.1,
160742,M,24.0,172.0,62.0,2004,Summer,Gold,Japan,Athina,Gymnastics,20.96,
160840,F,17.0,140.0,38.0,1996,Summer,Silver,China,Atlanta,Gymnastics,19.39,
160910,F,16.0,170.0,68.0,2000,Summer,Gold,Romania,Sydney,Swimming,23.53,
160911,F,16.0,170.0,68.0,2000,Summer,Gold,Romania,Sydney,Swimming,23.53,
160920,F,14.0,139.0,34.0,1996,Summer,Gold,United States,Atlanta,Gymnastics,17.6,
161050,F,19.0,165.0,56.0,1972,Summer,Gold,United States,Munich,Swimming,20.57,
161092,M,30.0,175.0,70.0,1960,Summer,Silver,Belgium,Roma,Athletics,22.86,
